order id,order date,country,city,region,subregion,customer id,industry,segment,product,sales,quantity,discount,profit
AMER-2020-143336,2020-08-27,United States,Los Angeles,AMER,NAMER,1099,Finance,SMB,ContactMatcher,22.72,4,20.0,7.38
AMER-2022-137330,2022-12-10,Costa Rica,San José,AMER,LATAM,1048,Retail,Strategic,ChatBot Plugin,19.46,7,0.0,5.06
AMER-2022-137330,2022-12-10,Costa Rica,San José,AMER,LATAM,1048,Retail,Strategic,OneView,60.34,7,0.0,15.69
EMEA-2023-156909,2023-07-17,France,Paris,EMEA,EU-WEST,1025,Retail,SMB,FinanceHub,71.37,2,30.0,-1.02
EMEA-2021-106320,2021-09-25,Turkey,Istanbul,EMEA,MEA,1063,Consumer Products,SMB,ContactMatcher,1044.63,3,0.0,240.26
AMER-2022-121755,2022-01-16,United States,New York City,AMER,NAMER,1043,Manufacturing,SMB,ContactMatcher,11.65,2,20.0,4.22
AMER-2022-121755,2022-01-16,United States,New York City,AMER,NAMER,1043,Manufacturing,SMB,Data Smasher,90.57,3,0.0,11.77
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,Marketing Suite,3083.43,7,50.0,-1665.05
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,ContactMatcher,9.62,2,70.0,-7.05
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,SaaS Connector Pack,124.2,3,20.0,15.52
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,SaaS Connector Pack - Gold,3.26,2,20.0,1.1
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,ChatBot Plugin,86.3,6,20.0,9.71
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,ContactMatcher,6.86,6,70.0,-5.72
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,1051,Tech,SMB,ChatBot Plugin,15.76,2,20.0,3.55
APJ-2023-107727,2023-10-20,Japan,Tokyo,APJ,JAPN,1083,Misc,Enterprise,Support,29.47,3,20.0,9.95
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,1077,Consumer Products,Strategic,Site Analytics,1097.54,7,20.0,123.47
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,1077,Consumer Products,Strategic,SaaS Connector Pack,190.92,5,60.0,-147.96
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,1101,Finance,Enterprise,SaaS Connector Pack - Gold,113.33,9,20.0,35.42
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,1101,Finance,Enterprise,Marketing Suite,532.4,3,32.0,-46.98
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,1101,Finance,Enterprise,FinanceHub,212.06,3,30.0,-15.15
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,1101,Finance,Enterprise,Site Analytics,371.17,4,20.0,41.76
APJ-2023-120999,2023-09-11,Australia,Wollongong,APJ,ANZ,1058,Energy,Strategic,Site Analytics,147.17,4,20.0,16.56
AMER-2022-101343,2022-07-18,United States,New York City,AMER,NAMER,1043,Manufacturing,Strategic,Marketing Suite - Gold,77.88,2,0.0,3.89
EMEA-2023-139619,2023-09-20,Germany,Hanover,EMEA,EU-WEST,1015,Tech,Strategic,Marketing Suite - Gold,95.62,2,20.0,9.56
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,1028,Tech,Strategic,Data Smasher,45.98,2,0.0,19.77
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,1028,Tech,Strategic,ContactMatcher,17.46,2,0.0,8.21
AMER-2020-146703,2020-10-20,Brazil,Salvador,AMER,LATAM,1068,Finance,SMB,Marketing Suite - Gold,211.96,4,0.0,8.48
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,1011,Finance,SMB,Data Smasher,45.0,3,0.0,4.95
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,1011,Finance,SMB,Site Analytics,21.8,2,0.0,6.1
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,1043,Manufacturing,SMB,ContactMatcher,38.22,6,0.0,17.96
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,1043,Manufacturing,SMB,FinanceHub,75.18,6,0.0,35.33
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,1043,Manufacturing,SMB,SaaS Connector Pack,6.16,2,0.0,2.96
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,1043,Manufacturing,SMB,FinanceHub,89.99,1,0.0,17.1
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,1059,Retail,Strategic,Storage,15.26,7,0.0,6.26
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,1059,Retail,Strategic,Site Analytics,1029.95,5,0.0,298.69
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,Marketing Suite - Gold,208.56,6,0.0,52.14
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,Support,32.4,5,0.0,15.55
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,FinanceHub,319.41,5,10.0,7.1
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,Support,14.56,2,0.0,6.99
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,Data Smasher,30.0,2,0.0,3.3
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,ContactMatcher,48.48,4,20.0,16.36
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,1006,Finance,SMB,ChatBot Plugin,1.68,1,0.0,0.84
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,1067,Consumer Products,SMB,Data Smasher,13.98,2,0.0,6.15
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,1067,Consumer Products,SMB,ContactMatcher,25.82,6,20.0,9.36
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,1067,Consumer Products,SMB,Support,146.73,3,0.0,68.96
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,1067,Consumer Products,SMB,SaaS Connector Pack,79.76,4,0.0,22.33
APJ-2021-164175,2021-04-30,Australia,Sydney,APJ,ANZ,1001,Healthcare,Enterprise,FinanceHub,213.12,5,30.0,-15.22
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,1068,Finance,Strategic,ChatBot Plugin,1113.02,8,20.0,111.3
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,1068,Finance,Strategic,Site Analytics,167.97,4,20.0,62.99
EMEA-2022-119823,2022-06-05,Spain,Madrid,EMEA,EU-WEST,1035,Finance,SMB,Support,75.88,2,0.0,35.66
EMEA-2022-106075,2022-09-19,United Kingdom,London,EMEA,UKIR,1002,Healthcare,SMB,ContactMatcher,4.62,1,20.0,1.73
AMER-2023-114440,2023-09-15,Brazil,Rio de Janeiro,AMER,LATAM,1051,Tech,SMB,Support,19.05,3,0.0,8.76
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,1072,Tech,SMB,FinanceHub,831.94,8,20.0,-114.39
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,1072,Tech,SMB,SaaS Connector Pack,97.04,2,20.0,1.21
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,1072,Tech,SMB,Marketing Suite - Gold,72.78,1,20.0,-18.2
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,1098,Transportation,Strategic,ContactMatcher,1.25,3,80.0,-1.93
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,1098,Transportation,Strategic,SaaS Connector Pack,9.71,3,60.0,-5.82
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,1098,Transportation,Strategic,Marketing Suite - Gold,27.24,3,20.0,2.72
APJ-2020-147606,2020-11-26,Japan,Tokyo,APJ,JAPN,1072,Tech,SMB,SaaS Connector Pack,19.3,5,60.0,-14.48
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,1088,Consumer Products,Strategic,OneView,208.16,1,0.0,56.2
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,1088,Consumer Products,Strategic,ContactMatcher,16.74,3,0.0,8.04
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,1094,Communications,SMB,ChatBot Plugin,14.9,5,0.0,4.17
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,1094,Communications,SMB,Marketing Suite - Gold,21.39,1,0.0,6.2
EMEA-2021-149734,2021-09-03,Sweden,Uppsala,EMEA,NOR,1032,Finance,Strategic,SaaS Connector Pack - Gold,200.98,7,20.0,62.81
APJ-2023-119662,2023-11-14,Australia,Sydney,APJ,ANZ,1031,Energy,Enterprise,Marketing Suite - Gold,230.38,3,20.0,-48.95
AMER-2023-140088,2023-05-29,Colombia,Bogotá,AMER,LATAM,1068,Finance,SMB,FinanceHub,301.96,2,0.0,33.22
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,1052,Transportation,SMB,Data Smasher,19.99,1,0.0,6.8
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,1052,Transportation,SMB,FinanceHub,6.16,2,0.0,2.96
APJ-2022-159695,2022-04-06,Japan,Tokyo,APJ,JAPN,1035,Finance,Enterprise,Marketing Suite - Gold,158.37,7,20.0,13.86
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,1052,Transportation,Strategic,ChatBot Plugin,20.1,3,0.0,6.63
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,1052,Transportation,Strategic,Site Analytics,73.58,2,20.0,8.28
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,1052,Transportation,Strategic,Support,6.48,1,0.0,3.11
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,1068,Finance,SMB,Support,12.96,2,0.0,6.22
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,1068,Finance,SMB,SaaS Connector Pack,53.34,3,0.0,16.54
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,1068,Finance,SMB,ContactMatcher,32.96,2,0.0,16.15
EMEA-2023-109484,2023-11-07,Belgium,Brussels,EMEA,EU-WEST,1095,Retail,Enterprise,ContactMatcher,5.68,1,70.0,-3.79
EMEA-2023-161018,2023-11-10,United Kingdom,London,EMEA,UKIR,1014,Manufacturing,Enterprise,SaaS Connector Pack,96.53,7,0.0,40.54
AMER-2023-157833,2023-06-18,United States,Los Angeles,AMER,NAMER,1093,Energy,SMB,ContactMatcher,51.31,3,20.0,17.96
EMEA-2022-149223,2022-09-07,Luxembourg,Luxembourg,EMEA,EU-WEST,1089,Consumer Products,Strategic,OneView,77.88,6,0.0,22.59
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,1075,Consumer Products,Enterprise,Support,64.62,7,20.0,22.62
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,1075,Consumer Products,Enterprise,Data Smasher,95.98,3,20.0,-10.8
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,1075,Consumer Products,Enterprise,ContactMatcher,1.79,3,80.0,-3.04
EMEA-2022-129903,2022-12-02,Luxembourg,Luxembourg,EMEA,EU-WEST,1100,Finance,SMB,Support,23.92,4,0.0,11.72
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,1096,Retail,SMB,Data Smasher,238.9,6,20.0,-26.88
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,1096,Retail,SMB,SaaS Connector Pack,102.36,3,20.0,-3.84
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,1096,Retail,SMB,ContactMatcher,36.88,3,70.0,-25.82
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,1019,Tech,SMB,Data Smasher,74.11,8,20.0,17.6
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,1019,Tech,SMB,Site Analytics,27.99,1,20.0,2.1
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,1019,Tech,SMB,ChatBot Plugin,3.3,1,20.0,1.07
APJ-2021-129476,2021-10-15,Australia,Canberra,APJ,ANZ,1098,Transportation,Enterprise,Data Smasher,339.96,5,20.0,67.99
EMEA-2023-146780,2023-12-26,United Kingdom,London,EMEA,UKIR,1078,Finance,Strategic,SaaS Connector Pack,41.96,2,0.0,10.91
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,1096,Retail,SMB,ChatBot Plugin,75.96,2,0.0,22.79
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,1096,Retail,SMB,ContactMatcher,27.24,6,0.0,13.35
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,1004,Tech,SMB,Storage,40.1,14,20.0,14.53
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,1004,Tech,SMB,SaaS Connector Pack - Gold,4.72,2,20.0,1.65
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,1004,Tech,SMB,Support,23.98,3,20.0,7.49
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,1004,Tech,SMB,SaaS Connector Pack - Gold,130.46,6,20.0,44.03
AMER-2021-110457,2021-03-02,Canada,Toronto,AMER,NAMER,1100,Finance,SMB,ContactMatcher,787.53,3,0.0,165.38
EMEA-2021-136476,2021-04-05,South Africa,Cape Town,EMEA,MEA,1027,Energy,Strategic,ContactMatcher,157.79,1,70.0,-115.72
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,1002,Healthcare,SMB,SaaS Connector Pack,47.04,3,0.0,18.35
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,1002,Healthcare,SMB,ContactMatcher,30.84,4,0.0,13.88
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,1002,Healthcare,SMB,Marketing Suite - Gold,226.56,6,0.0,63.44
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,1002,Healthcare,SMB,SaaS Connector Pack - Gold,115.02,9,0.0,51.76
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,1002,Healthcare,SMB,Site Analytics,68.04,7,0.0,19.73
APJ-2020-152030,2020-12-26,Japan,Tokyo,APJ,JAPN,1036,Transportation,Enterprise,FinanceHub,600.56,3,30.0,-8.58
APJ-2020-134614,2020-09-20,Australia,Geelong,APJ,ANZ,1059,Retail,SMB,ContactMatcher,617.7,6,50.0,-407.68
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,1045,Manufacturing,SMB,ContactMatcher,2.39,2,70.0,-1.83
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,1045,Manufacturing,SMB,Marketing Suite - Gold,243.99,7,20.0,30.5
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,1078,Finance,Enterprise,FinanceHub,81.42,2,20.0,-9.16
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,1078,Finance,Enterprise,SaaS Connector Pack,238.56,3,0.0,26.24
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,1101,Finance,Strategic,Site Analytics,59.97,5,40.0,-11.99
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,1101,Finance,Strategic,Support,78.3,2,20.0,29.36
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,1101,Finance,Strategic,Storage,21.46,9,20.0,6.97
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,Support,20.04,3,0.0,9.62
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,Support,35.44,1,0.0,16.66
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,ChatBot Plugin,11.52,4,0.0,3.46
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,Storage,4.02,2,0.0,1.97
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,ContactMatcher,76.18,3,20.0,26.66
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,Support,65.88,6,0.0,18.45
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,1026,Retail,SMB,SaaS Connector Pack,43.12,14,0.0,20.7
EMEA-2022-110366,2022-09-06,France,Paris,EMEA,EU-WEST,1041,Manufacturing,Strategic,SaaS Connector Pack,82.8,2,20.0,10.35
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,1082,Finance,Strategic,ChatBot Plugin,8.82,3,0.0,2.38
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,1082,Finance,Strategic,SaaS Connector Pack - Gold,10.86,3,0.0,5.1
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,1082,Finance,Strategic,Support,143.7,3,0.0,68.98
EMEA-2023-155376,2023-12-23,Poland,Warsaw,EMEA,EU-WEST,1022,Communications,SMB,OneView,839.43,3,0.0,218.25
AMER-2021-110744,2021-09-07,United States,Newark,AMER,NAMER,1007,Healthcare,SMB,Marketing Suite - Gold,671.93,7,0.0,20.16
AMER-2020-110072,2020-10-22,Mexico,Monterrey,AMER,LATAM,1087,Manufacturing,Enterprise,SaaS Connector Pack,93.89,4,20.0,12.91
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,1096,Retail,Strategic,Site Analytics,384.45,11,0.0,103.8
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,1096,Retail,Strategic,Site Analytics,149.97,3,0.0,6.0
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,1096,Retail,Strategic,FinanceHub,1951.84,8,0.0,585.55
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,1096,Retail,Strategic,ContactMatcher,171.55,5,0.0,80.63
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,1055,Healthcare,Enterprise,OneView,157.92,5,20.0,17.77
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,1055,Healthcare,Enterprise,Site Analytics,203.18,2,20.0,15.24
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,1062,Energy,Strategic,Support,58.38,7,0.0,26.27
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,1062,Energy,Strategic,Support,105.52,4,0.0,48.54
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,1062,Energy,Strategic,Marketing Suite - Gold,80.88,6,0.0,21.03
AMER-2021-118948,2021-05-28,Canada,Toronto,AMER,NAMER,1033,Tech,Enterprise,ChatBot Plugin,6.63,3,0.0,1.79
AMER-2020-104269,2020-03-01,Canada,Toronto,AMER,NAMER,1005,Finance,SMB,FinanceHub,457.57,2,20.0,51.48
APJ-2022-114104,2022-11-21,Singapore,Singapore,APJ,APAC,1052,Transportation,SMB,FinanceHub,14.62,2,0.0,6.87
APJ-2022-114104,2022-11-21,Singapore,Singapore,APJ,APAC,1052,Transportation,SMB,Site Analytics,944.93,7,0.0,236.23
AMER-2022-162733,2022-05-12,United States,New York City,AMER,NAMER,1054,Finance,SMB,Support,5.98,1,0.0,2.69
EMEA-2021-119697,2021-12-28,France,Paris,EMEA,EU-WEST,1057,Retail,SMB,Data Smasher,54.38,2,20.0,1.36
APJ-2022-154508,2022-11-17,New Zealand,Wellington,APJ,ANZ,1067,Consumer Products,SMB,SaaS Connector Pack - Gold,28.4,5,0.0,13.35
AMER-2022-113817,2022-11-08,Canada,Toronto,AMER,NAMER,1046,Manufacturing,SMB,ContactMatcher,27.68,2,20.0,9.69
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,ChatBot Plugin,9.94,3,20.0,2.73
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,Big Ol Database,8159.95,8,40.0,-1359.99
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,Marketing Suite - Gold,275.93,3,20.0,-58.63
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,FinanceHub,1740.06,9,30.0,-24.86
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,ChatBot Plugin,32.06,6,20.0,6.81
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,OneView,177.98,5,80.0,-453.85
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,1098,Transportation,SMB,Site Analytics,143.98,3,20.0,9.0
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,1017,Energy,SMB,Support,20.94,3,0.0,9.84
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,1017,Energy,SMB,Support,110.96,2,0.0,53.26
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,1017,Energy,SMB,FinanceHub,340.14,7,20.0,21.26
APJ-2020-100853,2020-09-14,Australia,Sydney,APJ,ANZ,1031,Energy,Strategic,OneView,52.45,2,80.0,-131.12
APJ-2020-100853,2020-09-14,Australia,Sydney,APJ,ANZ,1031,Energy,Strategic,FinanceHub,20.16,4,20.0,6.55
APJ-2023-152366,2023-04-22,Japan,Tokyo,APJ,JAPN,1099,Finance,SMB,OneView,97.26,4,80.0,-243.16
AMER-2021-101511,2021-11-21,Mexico,Monterrey,AMER,LATAM,1072,Tech,SMB,FinanceHub,396.8,7,30.0,-11.34
AMER-2021-101511,2021-11-21,Mexico,Monterrey,AMER,LATAM,1072,Tech,SMB,Support,15.88,5,20.0,-3.77
EMEA-2021-137225,2021-12-15,United Kingdom,London,EMEA,UKIR,1066,Tech,Enterprise,ChatBot Plugin,3.28,1,0.0,1.41
APJ-2020-166191,2020-12-05,Australia,Melbourne,APJ,ANZ,1064,Healthcare,Strategic,Marketing Suite - Gold,24.82,2,20.0,1.86
APJ-2020-166191,2020-12-05,Australia,Melbourne,APJ,ANZ,1064,Healthcare,Strategic,Data Smasher,408.74,7,20.0,76.64
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,1064,Healthcare,Enterprise,Site Analytics,503.96,4,0.0,131.03
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,1064,Healthcare,Enterprise,Site Analytics,149.95,5,0.0,41.99
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,1064,Healthcare,Enterprise,Data Smasher,29.0,2,0.0,7.25
EMEA-2022-105018,2022-11-29,Saudi Arabia,Riyadh,EMEA,MEA,1054,Finance,SMB,ContactMatcher,7.16,2,0.0,3.44
AMER-2020-123260,2020-08-26,United States,Raleigh,AMER,NAMER,1010,Communications,Enterprise,Data Smasher,176.8,8,0.0,22.98
APJ-2022-157000,2022-07-17,Japan,Tokyo,APJ,JAPN,1048,Retail,Strategic,Marketing Suite - Gold,37.22,3,20.0,3.72
APJ-2022-157000,2022-07-17,Japan,Saitama,APJ,JAPN,1048,Retail,Strategic,Support,20.02,3,20.0,6.26
EMEA-2021-102281,2021-10-12,United Kingdom,London,EMEA,UKIR,1033,Tech,Enterprise,Marketing Suite,899.14,4,20.0,112.39
EMEA-2021-102281,2021-10-12,United Kingdom,London,EMEA,UKIR,1033,Tech,Enterprise,Site Analytics,71.76,6,0.0,20.09
EMEA-2021-102281,2021-10-12,United Kingdom,London,EMEA,UKIR,1033,Tech,Enterprise,Support,51.84,8,0.0,24.88
EMEA-2021-102281,2021-10-12,United Kingdom,London,EMEA,UKIR,1033,Tech,Enterprise,Marketing Suite,626.35,3,20.0,46.98
EMEA-2021-102281,2021-10-12,United Kingdom,London,EMEA,UKIR,1033,Tech,Enterprise,ChatBot Plugin,19.9,5,0.0,6.57
AMER-2021-131457,2021-10-31,United States,Providence,AMER,NAMER,1003,Finance,Strategic,SaaS Connector Pack - Gold,14.28,7,0.0,6.71
AMER-2020-140004,2020-03-21,Mexico,Mexico City,AMER,LATAM,1088,Consumer Products,SMB,ChatBot Plugin,7.41,2,20.0,1.2
